c1,c2,c3,mu_c,alpha,beta,sigma_c,sigma,s_m_n1,s_m_n2,s_m_n3
0.39509,2.39965,1.06908,3.68732,0.285067,0.962323,2.02432,0.615957,1.36488,0.245153,29.435
0.683459,3.02901,1.07427,3.21331,0.290711,0.988624,2.15165,0.623047,1.25308,0.248958,11.0263
0.504542,2.12794,1.23519,2.10311,0.298497,0.979952,1.95775,0.612434,0.836811,0.521175,14.5186
0.548801,1.41154,1.16488,1.94627,0.295233,0.975938,1.73856,0.61588,1.32044,0.600883,19.7314
0.878144,2.56736,0.274346,4.30912,0.290729,0.997268,3.00832,0.608802,0.994711,0.486812,12.8702
0.957048,4.11321,0.383325,1.73569,0.276044,0.982266,1.30588,0.61987,1.11579,0.591363,21.593
0.921106,3.77599,0.304403,2.2269,0.283895,0.991156,2.36524,0.607241,0.708976,0.296042,10.9166
0.851376,3.078,0.763459,2.01098,0.285276,0.985348,1.80189,0.619766,0.678173,0.0314597,17.3114
0.935965,2.71896,0.63064,1.9807,0.287599,0.984451,2.43562,0.630155,0.830936,0.0658513,6.51917
0.773345,3.1506,0.84562,3.09583,0.293059,0.986207,2.06145,0.621719,0.922683,0.0711472,9.44092
0.842059,2.90402,0.75896,2.97233,0.287476,0.974475,2.4951,0.619019,0.969372,0.0737604,3.62243
0.771746,2.87209,0.854936,2.8678,0.290324,0.972304,2.62965,0.616821,1.04095,0.0956604,2.59726
0.602977,2.95467,1.61408,3.79291,0.292466,0.989468,1.95188,0.618271,0.688783,0.0774777,34.4526
0.798298,3.94344,1.17885,2.6011,0.299953,0.988162,2.23121,0.6084,0.902111,0.144496,4.25376
1.14582,4.55046,0.861693,3.41153,0.300752,0.992457,2.27157,0.615289,1.01972,0.351612,22.4504
1.10133,4.5519,0.956627,3.11897,0.305063,0.998799,2.11679,0.599374,1.40002,0.198658,10.9953
0.488729,3.87725,1.15799,4.0091,0.294024,0.971655,2.86355,0.631604,0.864995,0.510745,20.1906
0.547002,3.13203,0.912378,3.72672,0.291793,0.982923,2.42374,0.625281,1.48008,0.915728,8.49396
0.812413,3.13176,0.475405,2.4494,0.286857,0.988678,2.07314,0.600599,0.726197,0.38162,8.9364
0.632261,4.08633,0.865234,3.77322,0.289285,0.9863,1.84741,0.615634,1.27065,0.936122,24.2082
0.777273,4.16267,0.200448,2.21007,0.271999,0.98884,1.89144,0.613713,0.823699,0.134708,1.55868
1.01351,4.08007,-0.328887,2.78878,0.291998,0.99687,2.05096,0.599448,1.123,0.0360452,0.26131
0.958425,3.99223,-0.363424,2.77371,0.289825,0.996345,2.04226,0.596061,1.0637,0.0301108,0.234808
1.25732,3.60968,-0.702917,1.82109,0.289511,0.989134,2.09024,0.603848,0.773092,0.156499,0.560839
1.06216,3.33242,-0.328933,1.72073,0.289805,0.995854,2.56227,0.602065,0.881746,0.203173,0.321502
0.854479,2.65585,0.078707,2.41588,0.300301,0.985164,2.04099,0.621532,0.698329,0.0667997,2.49204
0.985486,3.24781,0.127519,3.31021,0.285518,0.988952,2.39956,0.605652,1.35087,1.00227,1.86616
1.01402,3.02743,0.0700879,3.39997,0.287381,0.991651,2.19046,0.612226,1.50964,1.15735,1.60738
0.88876,1.93497,0.271618,3.45111,0.289827,0.989114,2.79868,0.604407,0.895883,0.526995,8.60835
0.757306,2.0898,0.471231,2.5606,0.301325,0.999162,1.98555,0.618761,1.27018,0.749434,6.22869
0.701189,2.5679,0.555615,2.6468,0.302744,0.997044,1.97037,0.596569,0.809208,0.267104,0.592316
0.860686,2.99714,-0.123713,3.01686,0.307976,0.99716,2.35953,0.603848,0.914899,0.168268,0.427961
0.753307,2.79404,0.591791,4.09929,0.294623,0.980879,3.06014,0.625045,0.760799,0.396574,4.17234
0.659453,2.33569,0.731695,3.1395,0.292548,0.984097,2.94313,0.625141,0.730682,0.233159,3.17068
0.792389,2.68505,0.596438,3.15735,0.292604,0.990586,3.25481,0.613691,0.757816,0.21308,3.73756
1.07218,3.9385,0.368005,1.55105,0.302932,0.988252,2.49596,0.630568,0.885539,0.476615,10.1665
0.770526,3.87903,-0.0701641,3.02598,0.300303,0.989696,2.76509,0.604914,0.591308,0.042903,23.5438
0.660363,2.98218,0.0401167,3.82721,0.29981,0.988303,1.88508,0.636268,0.982413,0.744281,5.74498
0.904215,3.24569,0.257229,3.62298,0.294193,0.983541,3.22329,0.621028,0.810039,0.340551,3.78937
0.783614,2.52268,0.299406,2.17789,0.296927,0.987886,1.72833,0.620842,1.0325,0.397949,34.6095
0.175877,1.01461,1.36571,3.32756,0.278071,0.988385,2.59135,0.603655,1.19197,0.941658,2.64475
0.280173,0.957797,0.770152,3.91046,0.299373,0.981317,2.69622,0.62203,1.36891,0.791807,10.708
0.357613,1.55102,0.278032,2.84802,0.302838,0.997489,2.07047,0.607722,1.06118,0.5908,26.1765
0.556345,3.41167,0.771188,3.18916,0.295501,0.994866,2.4214,0.606201,0.80126,0.517925,4.9885
0.928239,4.54794,-0.0814956,4.02441,0.286016,0.960645,3.48288,0.606727,1.15578,0.884088,8.15889
0.936824,4.41182,0.131284,3.11665,0.295901,0.992672,2.39763,0.622105,0.959712,0.478352,19.636
0.938163,3.68072,0.200424,2.6007,0.294915,0.991716,2.14683,0.621187,0.945333,0.586937,21.0703
0.823358,3.86183,-0.14688,3.51355,0.306359,0.992966,2.51626,0.614272,0.783625,0.384562,16.3434
0.680067,2.45434,0.397689,2.66024,0.30344,0.992507,2.15479,0.619181,1.10265,0.83499,17.9056
0.662528,2.51337,0.611272,3.12114,0.295601,0.9965,2.10112,0.620332,0.969225,0.641119,13.655
0.446289,3.39262,1.03305,3.09869,0.299934,0.992652,2.44341,0.620325,1.15307,0.932452,8.85355
0.381716,3.23699,1.21101,2.61087,0.30099,0.996679,2.34271,0.634593,1.47209,0.954124,10.8946
0.50069,3.62153,0.54438,3.25364,0.284095,0.969484,2.4809,0.611103,1.15616,0.981632,14.1763
0.421294,3.26473,0.61697,3.49048,0.287083,0.983061,2.76065,0.6197,1.07134,0.229506,24.6703
0.283769,2.79,0.958793,2.55453,0.29346,0.99347,1.71892,0.613544,0.930188,0.524882,3.95569
0.648003,3.72679,0.274415,3.69762,0.291858,0.982034,3.03931,0.611172,1.59183,1.04627,3.65291
0.521032,4.71659,0.306502,1.80265,0.275687,0.99104,1.60857,0.621233,0.883671,0.567059,30.6278
0.673326,5.52838,0.411914,4.2747,0.292938,0.993426,2.64667,0.61802,1.67119,1.60684,4.90271
0.664927,5.44434,0.507588,4.17215,0.292745,0.997173,2.8045,0.618706,1.83891,1.71651,5.18094
0.354143,4.34035,0.669591,2.20535,0.296356,0.978648,1.60169,0.614585,1.10674,0.476775,15.7605
0.582984,2.72302,1.017,3.7961,0.287955,0.996535,2.62452,0.605998,1.03108,0.127428,12.7226
0.523252,2.71619,0.917653,3.83661,0.288585,0.989463,2.36333,0.611944,0.6385,0.284806,32.1078
0.614969,2.73218,0.541098,2.48121,0.288958,0.995808,1.59016,0.610271,1.39371,1.25408,3.55224
0.86591,2.69311,-0.0823514,3.77948,0.291437,0.986247,2.62993,0.617382,0.661598,0.0955299,26.8463
0.881116,3.56218,0.657457,2.61445,0.305584,0.994872,2.29779,0.622079,1.54807,0.983531,1.82501
0.906353,2.73167,0.0632982,3.96923,0.299789,0.994785,2.75125,0.625459,0.771328,0.567605,19.8208
0.872625,2.63747,0.436392,3.22682,0.307604,0.992498,2.03624,0.614308,0.803727,0.142054,16.8678
0.568512,1.77132,1.39846,3.40775,0.280572,0.987067,1.98837,0.622861,1.41277,0.000465187,15.7386
0.498098,2.17746,1.34906,2.45166,0.304584,0.98634,2.68659,0.625403,0.748897,0.00385612,7.85094
0.00697363,1.46258,1.83468,2.6316,0.303566,0.995953,2.67316,0.633161,1.11462,0.102658,11.5586
0.374902,2.83019,0.962193,3.49269,0.287766,0.980144,1.80772,0.595391,0.865344,0.47451,21.503
0.286685,1.89385,1.273,3.14407,0.300733,0.992438,2.5059,0.618063,0.9201,0.620222,9.09818
0.480537,3.07782,0.695633,2.93288,0.283623,0.993481,1.97337,0.603835,0.948991,0.632533,23.5646
0.337087,2.61123,0.917917,2.63486,0.302761,0.993233,2.90439,0.60657,1.25247,0.683621,5.09398
0.288087,2.41383,0.724225,2.11886,0.304527,0.992782,3.2064,0.616433,1.25814,1.04405,5.10178
0.552352,2.87463,0.358877,4.87045,0.294179,0.988489,2.58723,0.610912,1.17307,0.967552,6.77705
0.650749,3.59754,0.549792,3.64042,0.287426,0.980403,2.32256,0.622804,1.07887,0.706667,15.3132
0.926884,3.11431,0.3352,3.18819,0.290126,0.993535,2.4786,0.606559,0.69293,0.294878,12.8775
0.731734,3.61105,0.115127,3.28304,0.307171,0.987907,2.36948,0.626313,0.891257,0.681013,17.877
0.797309,4.04363,0.45017,3.28418,0.298417,0.989298,2.72231,0.618922,0.735266,0.197836,16.8951
0.721426,2.54066,0.704354,2.72813,0.283125,0.99209,1.64315,0.601272,1.34483,0.903576,18.866
0.726221,2.38358,0.570164,2.89539,0.281188,0.993837,1.55455,0.60604,1.11968,0.741496,16.0901
0.612184,2.10571,0.547115,1.64532,0.28126,0.986033,1.84851,0.606998,1.12365,0.808506,7.75521
0.412851,2.23832,1.00568,2.736,0.300085,0.991177,3.15028,0.605831,0.66276,0.254973,7.53595
0.266598,2.16716,1.08249,3.0905,0.277033,0.97875,2.01677,0.603564,1.12491,0.15988,27.3867
0.291784,2.96749,0.43605,2.59747,0.299308,0.98797,1.89002,0.642437,0.630625,0.0728673,4.84738
0.383269,2.96465,0.269274,3.42961,0.283368,0.99039,2.16072,0.639208,0.64378,0.129425,3.59841
0.360776,2.6483,0.237359,3.05964,0.283579,0.977578,2.06376,0.631249,0.741528,0.194808,4.67287
0.435242,3.57242,0.371302,3.12495,0.286993,0.971076,2.26058,0.624675,1.05479,0.670439,9.66787
0.385597,3.48171,0.632794,2.36548,0.28294,0.994296,2.14883,0.613762,0.794889,0.464513,5.2205
0.458181,3.56982,0.628897,1.80678,0.277034,0.986621,1.79171,0.638345,1.02222,0.715166,20.5852
0.175305,1.85932,1.10662,2.97467,0.28429,0.992967,3.52335,0.594396,1.46844,0.95098,9.67465
0.231233,1.36377,1.13608,3.13608,0.293454,0.987116,1.66156,0.642032,0.968099,0.375136,8.67546
0.399577,2.51119,0.772513,2.38165,0.286667,0.993386,1.93567,0.620881,0.817383,0.448992,12.1299
0.299312,2.31495,0.64569,2.83943,0.286801,0.991217,2.2408,0.619024,0.912181,0.598412,26.9968
0.49978,3.04208,0.656423,3.77912,0.301304,0.982605,2.14462,0.608806,0.908667,0.451262,7.6891
0.889932,3.74805,0.231212,2.77633,0.297228,0.996032,3.24219,0.620327,0.802972,0.22425,23.9731
0.784177,3.21832,0.526836,2.71937,0.307911,0.994589,3.03472,0.632089,0.978446,0.327392,18.3255
1.00165,3.95689,0.232757,2.37101,0.309493,0.993231,2.72478,0.625735,0.991289,0.211114,25.3269
0.836601,3.41126,0.147997,2.20994,0.285521,0.989846,1.91816,0.604758,0.559425,0.160693,9.28759
0.454574,3.55799,1.36676,3.05116,0.319004,0.993049,2.64813,0.621079,1.11285,0.314649,23.8628
0.696439,3.76487,0.663045,3.2657,0.276509,0.9769,2.58568,0.628266,0.882681,0.675256,3.31139
0.87739,4.58295,-0.0217074,3.33174,0.300583,0.989123,1.84317,0.633077,0.882457,0.4673,5.60314
0.84706,4.30161,0.443272,3.28284,0.281179,0.991636,2.25131,0.630335,0.888529,0.447083,10.5533
0.865114,3.25152,0.39505,3.03248,0.293634,0.996704,1.89102,0.608743,1.12914,0.49411,16.2351
0.878299,3.54876,0.538465,3.05289,0.296015,0.996399,1.76296,0.610042,1.15157,0.718101,17.7509
0.802854,3.53455,0.581836,2.71217,0.288298,0.996336,1.94661,0.602473,1.05924,0.507494,24.4231
1.21658,3.56016,-0.395491,2.6363,0.292927,0.985276,3.02446,0.607236,1.66125,1.36479,1.85613
0.979458,3.30403,0.10485,3.31602,0.291184,0.995856,2.64343,0.634062,1.08724,0.465625,27.6225
0.84832,3.01446,0.546723,3.00832,0.288719,0.990272,2.30216,0.597313,0.67201,0.26967,7.1908
0.827102,2.99734,0.154566,2.75501,0.291747,0.985048,1.79516,0.622269,1.62672,1.3071,30.9564
0.697782,2.71936,0.451496,3.06059,0.292494,0.992935,1.80535,0.630219,0.952126,0.598666,8.82693
0.579405,2.64052,0.842381,3.27459,0.302784,0.991169,1.81551,0.604925,0.794172,0.444502,8.64914
0.378233,2.90619,1.00187,2.21599,0.291317,0.986572,3.15578,0.637767,1.26667,1.054,22.2079
0.388117,2.62159,1.0797,1.78723,0.289835,0.988201,2.03866,0.620561,1.2781,0.628263,9.26903
0.348716,3.18337,1.18209,2.4307,0.297916,0.992505,2.45349,0.610171,0.695626,0.407507,20.9206
0.779672,3.8468,0.360048,3.50783,0.298241,0.985595,1.84197,0.608014,1.53708,0.919369,7.26268
0.581472,4.07499,0.662939,2.38095,0.291444,0.99214,2.83906,0.612219,1.06144,0.516345,28.0632
0.534591,4.03601,0.613523,3.41019,0.283001,0.988691,1.559,0.616132,1.00069,0.681405,4.23947
0.679779,4.18552,0.704472,2.46955,0.305697,0.994176,2.25152,0.612116,0.95258,0.70576,10.2118
0.46718,3.2341,0.930986,3.47196,0.282973,0.980245,1.38115,0.623353,0.75684,0.396729,8.34663
0.281365,3.24552,1.24675,2.57746,0.29874,0.991669,1.31137,0.621999,1.21215,0.829796,9.55429
0.277463,2.89792,1.36615,3.25405,0.290963,0.981026,2.18705,0.615092,1.14489,0.740657,12.3466
0.265537,2.60442,1.58445,2.69785,0.286372,0.99011,2.25258,0.609775,1.08363,0.587182,18.8746
0.596245,3.24592,0.774693,3.57316,0.293369,0.968413,2.19067,0.632861,1.04529,0.653115,7.73899
0.455538,2.34741,0.682335,3.11698,0.294745,0.99789,1.68035,0.621776,0.767497,0.396738,7.53485
0.426483,2.69543,1.12031,2.66962,0.291005,0.994099,2.5227,0.613137,0.853272,0.475118,28.1474
0.330871,2.98357,1.2756,3.13775,0.286746,0.989449,2.67422,0.600319,1.31335,0.762008,9.30869
0.325117,2.30989,0.979398,2.92639,0.289796,0.975508,2.15457,0.612632,0.882912,0.472413,6.03305
0.566789,2.14549,0.736136,3.24592,0.299872,0.994111,1.7376,0.608524,1.0213,0.534306,26.5773
0.382843,1.71973,0.572365,3.73615,0.311362,0.989335,3.04717,0.630889,0.883832,0.653977,3.65573
0.616424,2.59481,0.634165,3.1658,0.29195,0.993199,2.14782,0.618093,1.14858,0.687429,15.8762
0.420039,1.71174,1.17747,2.21655,0.287703,0.987716,2.20946,0.617674,1.06162,0.764811,18.7462
0.38915,1.60506,0.905501,3.6911,0.302825,0.99169,2.3517,0.613121,1.12052,0.882528,12.3555
0.399063,1.51617,0.90773,3.17556,0.290543,0.975266,2.22074,0.619296,1.6788,1.46739,3.38459
0.168263,0.838369,1.05198,2.52394,0.291131,0.992584,1.60663,0.606242,1.20705,1.20097,3.68244
0.161103,0.838379,0.726101,4.11935,0.300175,0.989606,2.62469,0.61675,1.15217,1.1313,2.12977
0.199183,1.03371,0.600721,3.99962,0.302576,0.989795,2.63232,0.616323,1.3027,1.27926,2.1925
0.202026,1.28125,0.847977,2.87043,0.283419,0.987439,1.79759,0.606508,1.27866,1.24875,3.70549
0.214546,3.28013,1.06417,3.20919,0.303102,0.991787,2.46244,0.611637,0.935163,0.588701,24.5554
0.323436,3.5507,0.580993,3.48777,0.299983,0.993689,1.65245,0.616031,1.13046,0.741498,7.91792
0.355742,3.60041,0.415345,3.27219,0.311378,0.98597,1.74103,0.615075,0.836308,0.371642,14.7276
0.540379,4.70594,0.654955,2.61871,0.288352,0.98743,2.63777,0.621286,1.24273,0.962268,11.4918
0.496165,4.77611,0.698132,2.71112,0.2872,0.989714,2.54665,0.622464,1.20408,0.846761,12.305
0.122681,2.28205,1.03913,3.32648,0.289948,0.98929,1.94853,0.613859,1.16278,0.702929,7.57789
0.0492229,3.18954,1.31194,2.59237,0.284613,0.98809,2.36267,0.615897,0.928569,0.403015,17.9786
-0.112938,1.93769,1.44749,2.33157,0.30312,0.988735,1.98688,0.613571,1.08587,0.574247,10.2761
0.0693359,1.73767,0.6483,4.02976,0.297866,0.992793,1.93698,0.631037,0.800297,0.148326,11.8623
0.129883,2.24448,0.471364,2.95533,0.296073,0.988541,2.39547,0.611913,0.822175,0.284968,7.21055
0.130699,2.69439,0.777206,4.19353,0.290326,0.98575,2.81905,0.614469,1.05888,0.566197,14.1267
0.309333,2.6754,0.563405,2.58812,0.312383,0.99106,3.89237,0.614844,0.994411,0.506917,16.0532
0.516878,2.88345,0.555257,2.36232,0.293626,0.996511,2.23532,0.626704,1.16997,0.966415,14.931
0.649446,2.88229,0.419637,3.05582,0.303764,0.982293,2.18636,0.605712,0.934124,0.709749,5.85206
0.669384,3.09767,0.458391,3.07744,0.303377,0.991391,2.12579,0.610423,0.961101,0.792072,4.25026
0.705003,3.09252,0.221515,2.60995,0.294614,0.990547,2.06949,0.61223,1.25174,0.962809,4.46015
0.671679,2.96129,0.25258,3.09689,0.296824,0.992127,2.17378,0.616416,1.1928,1.16069,4.16502
1.15408,3.55297,-0.48551,3.49216,0.283086,0.983088,2.04296,0.616188,1.10706,0.632989,3.01151
0.548384,2.77579,0.785765,3.15081,0.296545,0.99594,1.8921,0.607675,0.951449,0.197003,5.11073
0.285007,1.95917,1.14113,2.8884,0.292119,0.987105,2.30987,0.625788,0.989621,0.342231,20.5192
0.341963,1.76376,0.919992,3.41492,0.292267,0.983204,1.66467,0.607248,0.96782,0.674321,8.50388
0.651211,3.24667,1.04891,2.47456,0.294242,0.996274,2.47139,0.621901,0.899858,0.394051,20.1018
0.486869,3.44462,1.14767,3.56897,0.284139,0.976241,2.07368,0.618412,0.961861,0.533496,14.4692
0.440212,4.06092,0.587257,2.50138,0.304947,0.993798,2.10482,0.646253,0.904799,0.614121,12.5037
0.180751,2.23222,1.15186,2.55281,0.279845,0.984983,2.44708,0.60383,1.24848,0.862057,15.916
0.233065,2.56934,1.10858,2.64351,0.287526,0.978909,2.57035,0.605213,1.33254,0.976318,12.8238
0.430227,2.85131,0.747886,2.09116,0.271555,0.996739,2.62032,0.622596,1.0291,0.744132,18.7903
0.279029,2.23362,0.988342,2.92497,0.282361,0.982861,2.43389,0.62482,1.01572,0.565814,18.0551
0.270327,2.6979,1.1418,3.37813,0.279447,0.98594,2.8108,0.623943,0.924549,0.602644,13.2844
0.301686,2.31342,1.1113,2.21921,0.285906,0.974543,1.55866,0.615682,1.45429,0.997313,12.8553
0.255428,1.90482,1.46978,3.64813,0.296938,0.991874,2.01943,0.629874,0.837606,0.402299,2.94906
0.573153,2.30342,1.1798,3.08489,0.29642,0.983552,1.93236,0.615026,0.955057,0.405332,20.0464
0.801765,2.60961,0.863858,3.1164,0.291202,0.991702,1.5482,0.632614,0.856112,0.383512,21.3645
0.783636,3.96217,0.0308542,3.37012,0.303395,0.990978,2.06558,0.609679,0.864296,0.413435,12.9807
0.834502,4.12871,0.198923,2.51413,0.295661,0.983564,1.8735,0.624917,0.905896,0.565877,7.92575
0.432857,2.86651,0.90373,2.76818,0.300041,0.998451,2.23756,0.603951,0.695196,0.389824,22.5257
0.457193,3.17401,0.987951,2.44813,0.293387,0.978614,1.96855,0.614149,0.960571,0.427331,7.17742
0.261541,2.30395,1.65796,4.04843,0.299094,0.99402,2.43747,0.602921,0.875343,0.421979,11.3622
0.952591,3.50931,0.656976,1.95252,0.280027,0.98419,2.00067,0.621437,1.18614,0.723705,21.6879
0.831502,3.6921,0.88999,3.64676,0.296107,0.990261,2.33424,0.628278,0.518175,0.0692927,6.58035
0.743328,3.07454,0.543788,3.59038,0.288336,0.98552,2.85157,0.621803,1.2474,0.730351,15.403
0.695939,3.2103,0.838478,2.97581,0.300032,0.995964,2.01795,0.63023,0.803875,0.463524,11.7429
0.574396,2.70918,0.380997,3.36505,0.299546,0.976228,2.16112,0.611853,0.91681,0.657218,23.153
0.91773,3.31698,0.44688,2.2914,0.292316,0.995701,2.77258,0.62601,1.02109,0.600377,9.09533
0.688456,2.35496,0.462971,2.90513,0.291556,0.996436,1.87553,0.601921,0.814377,0.359369,21.7915
0.718561,2.617,0.595408,3.33798,0.287801,0.995724,1.94766,0.603241,0.835604,0.264726,24.0351
0.677304,2.67853,0.570062,3.57906,0.286537,0.990931,1.82865,0.604063,0.782686,0.278969,22.7176
0.400887,2.36524,0.582401,2.53967,0.298604,0.99032,2.18817,0.629608,0.925974,0.705145,4.1378
0.64886,3.21272,0.36635,3.92574,0.288979,0.975605,1.98907,0.603213,0.974552,0.686673,6.5484
0.720488,3.87036,0.170187,3.19585,0.301815,0.996506,2.95409,0.630956,0.750254,0.458878,17.7025
0.41877,2.68826,0.42766,4.13941,0.297973,0.967867,2.78988,0.61095,0.854989,0.209663,13.2496
0.593573,2.5651,0.525415,2.76555,0.294264,0.996195,2.29075,0.619743,0.670231,0.347648,17.4783
0.617394,3.26398,0.402632,3.54342,0.288651,0.998128,2.62973,0.602468,0.903804,0.402276,16.2895
0.7361,3.91183,0.449629,3.41968,0.293437,0.979376,1.96972,0.631464,0.74845,0.363223,16.6529
0.789152,3.78561,0.31709,1.84815,0.293509,0.995012,2.83102,0.601278,0.991267,0.3939,8.66165
0.539051,2.86869,0.354233,3.10644,0.290006,0.977547,1.9997,0.61767,1.31066,1.20122,5.28395
0.630295,1.98286,0.766899,2.83126,0.307429,0.99705,2.14141,0.594814,1.20513,0.857293,2.71569
0.544369,2.31058,0.773704,3.34482,0.291033,0.998026,2.37674,0.600001,1.18422,0.758313,7.35324
0.304275,2.37213,0.727418,2.46256,0.312594,0.985719,1.98482,0.617721,1.03352,0.486526,15.5308
0.447281,2.08345,0.200906,3.90496,0.292533,0.997805,2.64214,0.616779,1.09105,0.380044,2.7315
0.441847,1.99617,0.22504,3.74203,0.294767,0.997613,2.56085,0.620129,1.05249,0.339598,3.1765
0.510815,4.14229,1.05749,2.80618,0.29522,0.986959,1.89066,0.625804,1.0868,0.530763,17.3028
0.705092,3.68427,0.890775,3.29146,0.290573,0.981542,2.57259,0.603072,0.961885,0.510727,16.4166
0.527192,3.49525,0.395193,2.8238,0.309162,0.990932,1.77562,0.625868,0.889705,0.627043,8.29464
0.634146,3.29976,0.495044,3.48484,0.291554,0.991442,3.10376,0.608804,0.845282,0.261194,13.4398
0.700735,4.13586,0.46445,4.25208,0.294837,0.995866,2.65483,0.617069,0.866838,0.442663,8.51307
0.573534,4.00744,0.631842,3.17099,0.28926,0.967612,2.44322,0.610686,0.995853,0.117078,28.3942
0.43221,3.29316,1.29937,2.97765,0.296435,0.994483,2.26044,0.622346,0.705099,0.10824,10.8722
0.344974,2.30527,0.828779,2.91075,0.290558,0.971885,1.83383,0.615613,0.957081,0.6962,15.0806
0.361748,2.43869,0.659138,3.01395,0.306191,0.994181,2.41113,0.60938,1.63154,0.849934,12.1241
0.594042,4.0803,0.633937,3.6052,0.293074,0.990864,1.66096,0.617839,1.07234,0.833119,20.6657
0.489016,2.63404,1.12164,2.81439,0.290051,0.990399,2.23661,0.619849,0.763536,0.424578,3.05038
0.738163,2.8908,0.413496,3.19885,0.292222,0.983917,2.05177,0.604546,0.636899,0.25189,34.1221
0.259699,2.33984,1.02169,2.38546,0.30499,0.987743,2.51809,0.614908,1.30142,1.00366,2.63143
0.543942,2.83068,0.492876,3.39602,0.278171,0.997267,2.46764,0.609607,0.907266,0.553138,10.3885
0.32079,2.68119,0.776159,2.79962,0.293019,0.996184,2.37929,0.602711,1.10016,0.850313,10.262
0.423209,3.27862,0.68082,2.98966,0.283515,0.988272,1.6943,0.60155,1.21563,0.758595,4.80876
0.0220375,2.54379,1.39416,3.50998,0.288483,0.978983,2.63137,0.620066,1.27745,1.12047,6.26978
0.0206847,2.11595,1.43444,2.91893,0.286254,0.994073,2.68737,0.629406,1.08651,0.174947,27.8952
-0.165785,1.52581,2.0024,1.63953,0.299662,0.988464,3.62214,0.620001,0.700426,0.331816,8.32785
-0.115174,1.26909,1.71944,3.37738,0.295249,0.992241,3.44481,0.625421,0.823712,0.0240765,13.0226
-0.108315,1.1148,1.52399,2.29828,0.294141,0.990469,3.36836,0.62349,1.0038,0.0574028,15.0514
0.296705,3.06239,1.23093,1.70601,0.309665,0.988138,1.98556,0.613759,0.727022,0.503598,8.89311
0.603204,3.57213,0.960761,2.62864,0.272712,0.988804,2.96722,0.618027,1.11506,0.814088,23.1607
0.317405,2.93273,1.18161,2.79733,0.278662,0.988052,2.40052,0.60596,0.795617,0.280554,14.7037
0.211476,2.15785,1.24476,2.65335,0.302176,0.990808,2.1669,0.602456,1.00173,0.448361,9.79335
0.456909,2.65437,0.816781,2.2364,0.2935,0.995866,2.4193,0.614637,1.18427,0.723744,21.0845
0.525331,3.27454,0.600254,2.88465,0.298912,0.986073,2.53067,0.613088,1.11704,0.823476,9.32126
0.468639,1.90629,1.29566,3.38122,0.296407,0.991466,2.27648,0.631001,0.710213,0.00387104,20.0515
0.578468,2.03342,1.01855,3.42625,0.296053,0.987893,2.34668,0.623989,0.881394,0.002434,16.4171
0.666622,2.27157,1.02852,2.80236,0.309751,0.994552,2.56133,0.627066,0.78309,0.00146444,17.0138
