c1,c2,c3,alpha,beta,c,s_m_s1,s_m_s2,s_m_s3,s_s1,s_s2
0.694588,3.44589,0.790534,0.753163,0.905287,5.92302,0.419514,-1.38822,6.71936,0.477236,2.05623
0.608979,3.54255,0.916374,0.809164,0.951256,6.24294,0.48797,-0.494106,7.13751,0.470669,2.22125
0.668268,3.42006,0.863244,0.787003,0.933133,6.15642,0.447698,-0.830135,6.97544,0.499865,1.97722
0.626292,3.36114,1.08557,0.806103,0.928759,6.22135,0.487551,-0.959611,7.0556,0.49837,1.92997
0.630956,3.4044,1.23972,0.80378,0.974421,6.3472,0.536445,-0.833587,6.68791,0.483264,2.04724
0.620606,3.32173,1.09499,0.800993,0.962331,6.29329,0.349836,-0.8036,7.23531,0.469965,2.22933
0.636602,3.33927,1.31773,0.825871,0.965172,6.40708,0.247427,-0.348449,7.7876,0.455894,2.28453
0.552246,3.23904,1.39636,0.822543,0.970021,6.22947,0.357488,-1.40197,7.12868,0.476979,2.2179
0.57928,3.31533,1.53997,0.80699,0.930289,6.22567,0.26279,-0.417073,7.7855,0.445848,2.207
0.471524,3.31698,1.50438,0.75073,0.903543,5.756,0.290824,-1.10544,7.17477,0.486613,2.13642
0.460435,3.6032,1.4411,0.817982,0.959152,6.47509,0.556148,-0.384167,7.12673,0.444443,2.58872
0.404293,3.46601,1.32017,0.807499,0.917209,6.01303,0.779384,-1.23654,6.67988,0.462055,2.24049
0.180201,3.11627,2.03973,0.835185,0.96796,6.4701,0.660679,-1.50762,5.95526,0.466779,2.3135
0.271993,3.37262,1.50242,0.846949,0.946344,6.10455,0.638843,-1.59466,5.96954,0.479963,2.0418
0.342568,3.235,1.65955,0.782233,0.916311,6.20988,0.531829,-0.795697,6.88795,0.467413,2.12452
0.273348,2.94526,1.78367,0.793214,0.931211,6.03769,0.66146,-1.2225,6.13599,0.471125,2.10628
0.453211,3.23937,1.00602,0.793492,0.914294,6.08995,0.503564,-0.87238,6.86037,0.465201,2.28936
0.484998,3.41225,1.0492,0.785823,0.941398,6.18033,0.650925,-0.570184,6.754,0.481156,2.16397
0.316941,3.06614,1.31398,0.795103,0.925821,6.34563,0.610046,-0.424621,6.41132,0.480562,2.20728
0.320936,3.22914,1.21371,0.826889,0.974202,6.00152,0.863499,-0.239569,6.23572,0.472307,2.20006
0.298809,3.11986,1.37068,0.79463,0.970749,6.27593,0.643139,-0.315863,6.0639,0.480518,2.16145
0.304118,2.89475,1.29007,0.809854,0.948157,6.23308,0.845357,-0.732064,6.47205,0.470766,2.12934
0.343008,3.11182,1.16962,0.787638,0.939913,6.22909,0.525014,-0.452894,6.92056,0.484197,2.26589
0.39714,2.90104,1.05558,0.862917,0.971938,6.34189,0.752879,-0.639151,6.66257,0.453147,2.31827
0.271717,2.98336,1.89492,0.819962,0.959154,6.05483,0.623325,-0.956711,6.95884,0.474744,2.13434
0.232141,2.86012,1.85006,0.824927,0.990179,6.49625,0.485163,-0.554494,6.91526,0.474848,2.32055
0.493837,3.25657,1.41553,0.7927,0.927428,6.13163,0.491758,-0.836174,6.98044,0.469476,2.1665
0.441913,3.24078,1.15625,0.842522,0.968557,6.14782,0.355926,-0.404203,7.52381,0.467626,2.20397
0.351842,3.09498,1.55379,0.794096,0.967493,6.50374,0.320372,-0.524701,7.58147,0.493274,1.94756
0.377738,2.93438,1.38631,0.807755,0.927644,5.94601,0.197641,-0.421808,7.7892,0.493751,1.96518
0.480669,3.38535,1.38264,0.845527,0.992491,6.75332,0.265216,-0.461814,7.57007,0.484083,2.03152
0.64327,3.58989,1.14527,0.797303,0.993836,6.08855,0.540451,-0.712582,7.15111,0.455805,2.16925
0.625627,3.60034,1.10441,0.833242,0.988027,6.20904,0.501142,-0.874297,7.31551,0.472626,2.17946
0.655049,3.46003,1.17457,0.829571,0.968289,6.54999,0.5619,-0.62271,7.25975,0.459445,2.54078
0.755354,3.72283,1.24654,0.837697,0.989462,6.21889,0.242277,-0.673902,7.22079,0.47514,2.17329
0.8275,3.56595,1.07786,0.8211,0.961398,6.43512,0.457171,-0.740194,7.09413,0.452893,2.16709
0.795806,3.59583,1.06524,0.802865,0.967158,6.05626,0.601307,-0.977037,6.62428,0.480198,2.37966
0.808441,3.53487,1.04882,0.817161,0.96883,6.3531,0.54773,-1.213,6.68355,0.477426,2.19964
0.863293,3.56361,0.973312,0.822777,0.968798,6.33509,0.404783,-1.46854,6.92503,0.481101,1.89485
0.874088,3.41791,0.899088,0.794047,0.958625,6.31164,0.504471,-0.705524,6.91813,0.48616,2.07614
0.859884,3.61475,0.927574,0.763745,0.891088,5.83719,0.250112,-0.72043,7.59798,0.473108,2.26283
0.73391,3.34648,1.29326,0.78047,0.953155,6.10319,0.302436,-0.700718,7.24779,0.483089,1.83125
0.70212,3.29395,1.04561,0.834078,0.988641,6.14588,0.472358,-0.863665,7.09875,0.47497,2.29184
0.784233,3.50671,0.910889,0.824214,0.987245,6.48583,0.566237,-0.439199,6.86584,0.468004,2.28319
0.855479,3.57714,1.053,0.860645,0.986807,6.29905,0.324105,-0.91268,7.21232,0.472535,2.1829
0.85437,3.84563,1.26253,0.828785,0.992622,6.4584,0.364558,-0.901982,7.02818,0.472646,1.91803
0.750969,3.39421,1.46138,0.823528,0.970905,6.33323,0.445406,-0.569583,7.22391,0.458396,2.36151
0.851606,3.67772,1.06408,0.763087,0.923489,6.02638,0.347138,-1.14351,7.05653,0.484951,2.01123
0.793498,3.50394,1.44301,0.831595,0.96455,6.07032,0.463093,-0.602757,7.17213,0.473024,2.20664
0.754991,3.36313,1.28808,0.777886,0.932095,6.07743,0.277942,-0.557089,7.52668,0.467057,2.22466
0.761552,3.26116,1.28432,0.76377,0.902689,5.78731,0.360966,-1.69378,7.08731,0.466172,2.13252
0.918762,3.58328,1.02014,0.74418,0.895081,5.6667,0.351952,-0.410579,7.65665,0.482667,2.02895
0.781467,3.64519,1.31566,0.692756,0.826763,5.53814,0.275089,-1.28916,7.13344,0.482986,2.12848
0.821459,3.50643,1.20416,0.708342,0.848344,5.80455,0.463386,-0.392202,7.30323,0.471057,2.19746
0.825586,3.45247,1.20332,0.716152,0.844485,5.81173,0.481967,-0.435718,7.28395,0.471137,2.17594
0.724396,3.3291,1.49572,0.765654,0.914929,5.80454,0.267003,-1.20118,7.18427,0.461989,2.1217
0.747199,3.39466,1.55172,0.773942,0.894993,5.90968,0.357264,-1.43241,7.05183,0.461446,2.24917
0.693444,3.15277,1.37558,0.661276,0.815113,5.41226,0.416384,-0.316454,7.34666,0.475613,1.97036
0.659533,3.01802,1.70779,0.70818,0.828207,5.685,0.456417,-0.889739,6.9006,0.473731,2.1245
0.743265,3.42489,1.75629,0.744227,0.855929,5.6728,0.415234,-0.996428,7.19391,0.488148,1.93187
0.70504,3.30444,1.6083,0.776378,0.946344,6.37838,0.579188,-0.323755,7.20837,0.471049,2.18925
0.79332,3.77275,1.25333,0.797832,0.965691,5.9315,0.328154,-1.50571,7.00495,0.458459,2.24322
0.76678,3.48511,1.42884,0.751558,0.894289,6.02732,0.337895,-0.772255,7.20154,0.473731,2.28254
0.631106,3.57877,1.49221,0.812214,0.953802,6.09253,0.341525,-0.661923,7.22696,0.470889,2.05824
0.580941,3.53629,1.48807,0.790121,0.913829,6.07168,0.363385,-0.79231,7.35871,0.486747,2.13693
0.781247,3.69185,0.790068,0.689831,0.82177,5.69832,0.514024,-0.618321,6.98406,0.47836,2.1547
0.533965,3.40165,1.24116,0.760204,0.892142,5.82435,0.454513,-0.452515,7.20809,0.497157,1.89449
0.619899,3.59508,1.11488,0.759416,0.906217,6.04954,0.356664,-0.995167,7.11139,0.505889,1.84924
0.652072,3.69608,1.14405,0.75219,0.890365,5.81481,0.385105,-0.688629,7.15339,0.486388,1.95443
0.621172,3.07503,1.29767,0.668376,0.789337,5.4803,0.204838,-0.40178,8.00344,0.479697,2.02539
0.854241,3.22005,0.895135,0.763069,0.92477,5.93136,0.173203,-0.612099,7.62984,0.469921,2.13047
0.744271,2.86462,1.18621,0.802459,0.95514,6.23118,0.244207,-0.457513,8.15188,0.480668,2.00278
0.692283,2.93344,1.05705,0.81205,0.961172,6.01349,0.395452,-0.415201,7.85689,0.472641,2.18604
0.790481,2.81437,0.853716,0.788412,0.950072,6.53822,0.378635,-0.626547,7.42605,0.480661,2.21253
0.836228,3.04564,0.883492,0.82145,0.965471,6.33221,0.399877,-0.982496,6.98578,0.477341,2.12688
0.668428,2.66769,1.33289,0.795654,0.96227,6.27058,0.34043,-0.698547,7.1306,0.463599,2.2702
0.694496,2.92506,1.58206,0.795266,0.978606,6.27444,0.391562,-1.058,7.26675,0.46261,2.26992
0.691281,2.96394,1.60518,0.793659,0.977021,6.25759,0.38117,-1.05578,7.26312,0.460987,2.25333
0.568853,2.70986,1.55772,0.800509,0.954948,6.10854,0.423171,-0.532332,7.25998,0.475447,2.1546
0.530336,2.94523,1.37813,0.818731,0.952966,6.05442,0.397861,-1.04782,7.12642,0.475756,2.10131
0.529555,2.87325,1.44106,0.802268,0.94067,6.19974,0.309917,-1.23403,7.09931,0.469926,2.22924
0.652763,3.04659,1.2343,0.778627,0.911467,5.82009,0.379757,-0.830771,7.08162,0.469105,2.19711
0.646218,3.04819,1.33862,0.789182,0.92868,6.19467,0.615375,-1.2394,6.71614,0.464205,2.24532
0.710165,3.53725,1.05105,0.78731,0.921824,6.04872,0.558003,-1.49579,6.34085,0.474962,2.209
0.648587,3.41305,1.22047,0.819445,0.941184,6.22268,0.320369,-0.393392,7.48778,0.49437,1.90669
0.611202,3.5579,1.24092,0.826715,0.990633,6.42111,0.294826,-0.985983,7.18785,0.463609,2.2381
0.657359,3.20363,1.24384,0.849413,0.976764,6.4636,0.341724,-0.370537,7.65214,0.467366,2.37824
0.596258,3.35817,1.62088,0.812219,0.965818,6.20958,0.385761,-1.15416,7.12451,0.465137,2.39294
0.681786,3.79608,1.20274,0.826855,0.967707,6.01849,0.495915,-0.625575,7.13888,0.485069,1.98031
0.776089,3.89713,1.22069,0.815857,0.988813,6.18954,0.396017,-0.906653,7.01158,0.482142,2.01088
0.833591,3.99373,0.938641,0.830792,0.991768,6.64091,0.411961,-0.806642,6.88097,0.47653,2.0112
0.840558,4.20141,1.09977,0.670407,0.824444,5.56596,0.582042,-0.38919,6.91759,0.464926,2.01668
0.751235,4.05483,1.43651,0.766111,0.886654,5.93643,0.385115,-1.67894,6.7807,0.475524,2.2376
0.723389,3.94751,1.52634,0.759641,0.89873,5.99541,0.473336,-0.229413,7.32347,0.472163,1.99528
0.80697,4.13746,1.48599,0.759909,0.916925,6.06788,0.450296,-0.230282,7.82734,0.472118,2.03223
0.878187,4.18965,1.28358,0.840453,0.990293,6.40732,0.514712,-3.05481,6.08614,0.477374,2.15047
0.962505,4.40515,1.23889,0.809181,0.95817,6.30126,0.688026,-0.899932,6.07744,0.491062,2.01525
0.904724,4.23322,1.39461,0.836583,0.980858,6.26337,0.646447,-1.43263,6.34804,0.489324,2.07473
0.930243,4.02297,1.23025,0.768427,0.92629,6.23893,0.525385,-1.44985,6.50297,0.501212,1.74179
0.902942,3.93832,1.15505,0.767138,0.940508,5.83687,0.37306,-0.522688,7.51008,0.486814,1.97605
0.907375,4.61548,0.777597,0.762612,0.902766,5.76624,0.242503,-0.547185,7.84459,0.478874,1.99841
0.675139,3.51484,1.50261,0.775684,0.936945,5.92031,0.11501,-0.433583,8.17301,0.472779,2.05128
0.671848,3.26849,1.38849,0.77192,0.904084,5.8935,0.0896736,-0.563455,8.03428,0.515335,1.94519
0.858662,3.33028,1.11597,0.74824,0.920618,5.95535,0.201326,-0.539525,7.80405,0.488455,1.69738
0.741255,3.30663,1.27492,0.720895,0.877527,5.67226,0.388799,-0.443004,7.60694,0.515353,2.03995
0.761691,3.22826,1.21185,0.758229,0.93219,5.84094,0.346616,-0.35841,7.57111,0.485565,1.88163
0.78694,3.25834,1.1642,0.740322,0.866601,5.79101,0.373983,-0.45841,7.67075,0.488133,1.83456
0.837779,3.19006,1.08157,0.770816,0.926326,5.95442,0.597444,-0.303007,7.19784,0.50449,1.95018
0.825753,3.08572,0.937577,0.806722,0.952177,6.25112,0.390543,-0.5421,7.37459,0.469542,2.12305
0.751675,2.76146,0.890781,0.806406,0.966903,6.41672,0.321582,-0.636654,7.24784,0.476834,2.35757
0.747146,2.89028,0.959866,0.792683,0.907174,6.10792,0.393422,-1.34789,7.35248,0.467438,2.34593
0.777629,3.02444,0.870423,0.790328,0.962531,6.41232,0.309227,-1.20739,6.9812,0.473946,2.38303
0.717323,2.97024,0.937273,0.842618,0.967447,6.29287,0.491961,-1.09934,7.24442,0.461765,2.4199
0.637505,2.49282,1.34142,0.816149,0.964211,6.51251,0.461306,-0.8812,7.47329,0.468697,2.23743
0.562073,2.61214,1.46027,0.812855,0.974088,5.99464,0.346947,-0.754335,7.07816,0.473246,2.29168
0.522433,2.22101,1.60915,0.770706,0.907925,6.253,0.507214,-0.404287,6.99637,0.474757,2.19706
0.620597,2.85721,1.3014,0.808223,0.954517,6.22356,0.453421,-1.24893,7.27758,0.462472,2.24799
0.641319,3.19569,1.25567,0.759467,0.892465,6.04254,0.306054,-0.299539,7.41055,0.453279,2.32643
0.721831,3.30951,1.225,0.773142,0.896872,6.21856,0.285197,-0.255796,8.69402,0.459847,2.39913
0.706005,3.28163,1.20233,0.777826,0.917045,6.17524,0.276365,-0.27755,8.36222,0.455675,2.43835
0.792568,3.8002,0.936953,0.831574,0.980088,6.15884,0.217257,-1.04094,7.08889,0.493762,2.051
0.870503,3.93575,1.07189,0.815124,0.967683,6.62794,0.426987,-0.420791,7.15154,0.473471,2.11553
0.726821,3.89477,1.25852,0.778863,0.936441,6.42377,0.730278,-1.03408,6.62006,0.475808,2.08443
0.770302,3.85149,1.26192,0.839692,0.98339,6.10945,0.302505,-1.02326,7.40035,0.463696,2.27051
0.687517,3.67199,1.28763,0.850855,0.99468,6.68952,0.333372,-0.546248,7.70247,0.474808,2.18047
0.631757,3.29635,1.17504,0.83421,0.990899,6.44413,0.414455,-1.08526,6.9328,0.46007,2.40935
0.594523,3.23793,1.47356,0.840669,0.973161,6.21099,0.261524,-0.583825,7.34301,0.475362,2.08882
0.673842,3.33614,1.49815,0.812709,0.976238,6.37199,0.299631,-0.714964,7.43924,0.475724,2.12523
0.904603,3.91184,0.867773,0.786598,0.942244,6.06865,0.424296,-0.791752,7.1519,0.483688,1.8985
0.904806,3.28069,0.800255,0.743064,0.897984,5.9878,0.538105,-1.06672,6.89913,0.470265,2.09017
0.905747,3.37338,0.841616,0.731876,0.871392,5.88219,0.529242,-0.961164,6.64201,0.479589,2.09351
0.769548,3.07612,0.976092,0.778656,0.917802,6.0522,0.624918,-1.50687,6.69465,0.47627,2.03405
0.801764,2.96298,0.885603,0.78813,0.922107,6.04457,0.355367,-0.56189,7.72898,0.493484,2.14199
0.862767,2.99273,0.933296,0.824459,0.940818,6.29394,0.27158,-1.00346,7.54058,0.466816,2.33799
0.817646,2.74276,1.11543,0.783503,0.91224,5.99969,0.343597,-0.5782,7.17102,0.474844,2.08015
0.818733,2.86863,1.17397,0.762452,0.925212,5.9652,0.382219,-1.00495,7.31323,0.476302,2.13637
0.892578,2.76466,0.867953,0.797313,0.943637,6.20453,0.381597,-0.775599,7.49176,0.461689,2.3276
0.785756,2.72486,1.11805,0.826364,0.980191,6.25977,0.563637,-0.669844,7.36381,0.47338,2.14653
0.925966,3.21266,1.01867,0.791051,0.937337,6.02599,0.265765,-0.814679,7.49503,0.496474,1.93173
0.993006,3.12378,0.843352,0.840441,0.964777,6.17353,0.33508,-1.60507,7.24808,0.481709,2.21227
1.04724,3.1299,0.805236,0.820984,0.96885,6.33366,0.342855,-0.715809,7.59081,0.478451,2.23565
1.06945,3.30799,0.916281,0.789442,0.941381,6.08199,0.354061,-0.956179,7.35007,0.47643,2.03644
1.05354,3.49728,0.974644,0.797836,0.94124,6.13833,0.513565,-0.72988,7.01682,0.471966,2.21277
1.06686,3.49597,0.92126,0.790073,0.928473,6.03676,0.537274,-0.711945,7.08266,0.465713,2.25317
0.989882,3.09617,0.976768,0.787922,0.928156,6.24189,0.595113,-0.862671,6.93366,0.475163,2.30492
0.964911,3.07643,1.03662,0.828716,0.981112,6.32666,0.235244,-0.6835,7.45653,0.472513,2.34383
0.897771,2.78764,1.28255,0.814354,0.932343,6.21081,0.372382,-0.995717,7.04883,0.45868,2.21844
0.931451,2.85261,1.17683,0.796139,0.946094,6.3083,0.400033,-1.17379,7.26267,0.448905,2.41284
0.96432,2.98925,0.849948,0.751928,0.872124,5.76336,0.245273,-0.717846,7.47273,0.468959,2.19526
0.957751,2.93597,0.860716,0.746458,0.902819,6.00064,0.28779,-1.34813,7.13567,0.466107,2.23543
1.0325,3.14866,0.413707,0.761894,0.921499,5.85322,0.536169,-0.259532,7.57321,0.450197,2.29455
1.07452,3.25364,0.302576,0.769272,0.921888,5.98409,0.428275,-0.674562,7.4942,0.47462,2.26403
0.940308,3.1597,0.875027,0.706599,0.826213,5.7334,0.829769,-0.681552,6.51103,0.458538,2.33748
0.756993,2.878,1.42195,0.78945,0.953398,6.18774,0.361252,-1.14304,7.10756,0.478702,2.17381
0.908014,2.95912,0.851948,0.798744,0.960065,6.16261,0.317256,-0.628526,7.50849,0.46198,2.32575
0.91216,2.78587,1.19064,0.815991,0.98191,6.2889,0.332326,-1.31229,7.22896,0.486798,2.06959
1.01907,2.93406,0.973181,0.781473,0.934447,6.26606,0.36878,-0.569234,7.40389,0.489669,1.97913
0.982153,3.15195,0.995098,0.794858,0.967413,5.96269,0.279725,-1.02661,7.28384,0.478893,2.15605
0.950957,2.98097,0.822261,0.746762,0.907768,6.113,0.182951,-0.483866,7.90541,0.482868,1.81454
0.917789,3.23406,0.876131,0.776179,0.924742,6.21348,0.132625,-0.693916,7.88648,0.493603,1.93169
0.918894,3.3421,1.085,0.814486,0.981695,6.38094,0.102152,-0.428176,8.19942,0.473386,2.11123
0.86196,3.38343,1.23822,0.806595,0.940963,6.05685,0.181611,-0.779542,7.6525,0.471593,2.10961
0.814038,3.81085,1.02076,0.758993,0.896763,5.86589,0.34585,-0.692656,7.27262,0.467187,2.264
0.82869,3.79848,0.746255,0.770606,0.910086,5.90266,0.722037,-1.08126,6.13625,0.483616,1.78525
0.817841,3.14039,0.823345,0.850014,0.976259,6.47905,0.420728,-0.471889,7.78169,0.472894,2.25077
0.84729,3.29313,0.776825,0.842543,0.980835,6.4363,0.669535,-0.784382,6.95831,0.478654,2.45014
0.827926,3.43617,0.808103,0.757494,0.89262,6.10553,0.434026,-0.714168,7.08823,0.448998,2.34156
0.743067,3.34205,0.910793,0.729658,0.857248,5.51752,0.36766,-0.758229,7.20141,0.492155,2.10868
0.864586,3.36866,0.803945,0.709226,0.851246,5.64673,0.416132,-0.836303,7.10808,0.498654,2.07821
0.927347,3.23054,0.947189,0.767082,0.897312,5.94589,0.304269,-0.706661,7.21119,0.475754,2.29056
0.852102,3.17636,1.13819,0.754096,0.902704,5.92497,0.352217,-0.645081,7.32993,0.453952,2.18085
0.698938,2.96669,1.12304,0.790074,0.956537,6.44276,0.363637,-1.03187,7.10852,0.475204,2.032
0.755967,2.9486,1.20246,0.828628,0.977533,6.16616,0.488086,-0.599181,7.22016,0.467949,2.36898
0.741627,3.08111,1.33848,0.849423,0.980726,6.73502,0.417292,-0.459838,7.59005,0.457932,2.25987
0.746351,3.27494,1.13417,0.801459,0.940645,6.02945,0.265024,-1.37463,7.08838,0.462929,2.33693
0.832904,3.4589,0.988583,0.751889,0.876104,6.17343,0.316415,-0.478479,7.66115,0.453979,2.29511
0.880601,3.53741,0.753535,0.824566,0.968444,6.26178,0.594148,-1.13006,7.10802,0.473312,2.02893
0.896619,3.50705,0.887061,0.779609,0.939832,6.2772,0.440627,-0.832271,6.7901,0.473579,2.28476
1.03037,4.09119,0.794758,0.784752,0.972573,6.21003,0.417141,-0.734268,6.82464,0.47161,1.98045
0.882417,4.02228,0.851223,0.827541,0.955575,6.14513,0.485128,-0.687558,7.2323,0.482747,2.07921
0.780443,3.75017,1.41994,0.812316,0.939442,6.22472,0.270375,-0.756738,7.16871,0.476362,2.22457
0.810532,3.8667,1.38203,0.768244,0.931715,6.17549,0.337354,-0.598159,7.68272,0.459258,2.21508
0.891973,3.95872,1.13081,0.766966,0.874902,5.70388,0.521241,-0.846697,6.99193,0.451883,2.56081
0.798659,3.82064,1.53593,0.778515,0.924016,6.21422,0.29172,-0.641455,7.41903,0.473422,2.14001
0.700553,3.7331,1.44718,0.767649,0.924093,5.89782,0.505574,-0.654564,7.09744,0.471898,2.07002
0.754863,3.83079,1.40427,0.768493,0.908551,5.89408,0.419196,-0.596596,6.89771,0.483013,2.03116
0.779247,3.98559,1.17096,0.735342,0.881566,5.88875,0.552812,-1.60194,6.85847,0.478337,1.98762
0.749467,3.73644,1.10902,0.784027,0.944946,6.05633,0.45544,-0.733381,7.31016,0.474866,2.00666
0.765153,4.04437,1.1851,0.727315,0.875146,5.84595,0.528326,-1.44749,6.9465,0.475855,2.16575
0.727093,4.15015,1.19168,0.729029,0.890734,5.59431,0.518181,-0.949177,6.50526,0.4667,2.04662
0.613346,3.93323,1.53411,0.78998,0.946999,5.92677,0.287838,-0.979634,7.28465,0.476987,2.00696
0.6238,3.98101,1.60051,0.828429,0.967886,6.39125,0.480537,-0.603253,7.3924,0.484469,2.23675
0.709534,3.93422,1.30246,0.808358,0.964211,6.19291,0.301801,-1.24799,7.10716,0.476414,2.16451
0.795209,4.01317,1.18485,0.714881,0.832268,5.93189,0.358583,-0.550535,7.545,0.46343,2.25837
0.740275,3.80544,1.29303,0.720572,0.837631,5.78171,0.271399,-0.579138,7.41749,0.467178,2.26323
0.690204,3.76118,1.29364,0.758937,0.897661,5.81759,0.253616,-0.516266,7.74308,0.464487,2.23999
0.70303,3.61597,1.46243,0.797816,0.940948,6.0338,0.419057,-1.124,6.88853,0.46645,2.21134
0.847475,3.82583,1.22102,0.790617,0.933922,6.32691,0.316456,-0.732195,7.34916,0.481949,2.07283
0.888268,3.87593,0.899281,0.788774,0.955598,6.21499,0.300857,-1.04479,7.10305,0.481218,2.10768
0.945582,3.73144,0.95526,0.816913,0.97393,6.22779,0.456184,-0.614356,7.27453,0.489632,1.8798
0.900537,3.70403,1.15414,0.78253,0.897752,6.0985,0.347362,-0.874631,7.29737,0.488426,2.10671
0.793782,3.70877,1.54525,0.772811,0.912278,6.06092,0.474376,-0.415787,6.95955,0.489135,2.04865
0.920042,3.99756,1.58171,0.745037,0.892549,5.75832,0.497804,-1.20069,6.60257,0.486449,2.05703
0.922157,3.94542,1.56766,0.749719,0.893661,5.75904,0.595253,-1.15333,6.69208,0.49072,2.10838
0.800555,3.64918,1.57128,0.741654,0.882894,5.82938,0.559527,-0.421478,6.97222,0.480091,1.97474
0.928403,3.97123,1.20161,0.773438,0.915566,5.994,0.515839,-0.362907,7.45795,0.472143,2.04927
0.86644,4.05762,1.21174,0.779487,0.949475,5.89438,0.556908,-0.722552,6.75779,0.497085,2.16914
0.915727,3.80349,1.13989,0.818499,0.943345,6.27523,0.271437,-0.671977,7.45444,0.494145,1.93949
0.924144,3.724,1.12746,0.814339,0.963349,6.15501,0.223493,-0.750426,7.47481,0.481087,2.01731
1.00871,3.87093,0.659919,0.806525,0.953187,6.20247,0.456072,-0.925599,7.04171,0.469732,2.19534
1.11652,4.25686,0.419178,0.803991,0.964331,6.2712,0.475496,-0.8677,7.1137,0.477137,1.92184
1.04111,4.19884,0.57724,0.79823,0.95152,6.39672,0.478844,-1.10644,6.7672,0.48857,1.88568
0.887719,4.13783,1.02838,0.791289,0.934151,5.6787,0.265558,-0.622371,7.58844,0.464083,2.49042
1.03779,4.46449,1.20703,0.789748,0.937355,6.45434,0.478207,-1.05744,6.80918,0.468989,2.05153
1.06739,4.67515,0.810666,0.819485,0.979899,6.31646,0.602773,-1.60338,6.4975,0.478498,2.24129
1.07541,4.60637,0.748629,0.827924,0.973262,6.31123,0.561696,-1.30805,6.40275,0.487527,2.23922
1.11856,4.35903,0.781058,0.800627,0.985482,6.30852,0.606267,-1.75597,6.27783,0.475542,2.07936
1.11703,4.39679,0.994458,0.815143,0.965946,6.21196,0.398099,-0.64586,7.36736,0.458398,2.44815
1.04693,4.69524,1.03781,0.798013,0.955195,6.31232,0.309388,-0.978841,7.19056,0.46762,2.21494
0.908095,4.54716,1.47694,0.857515,0.991095,6.44641,0.543474,-0.821128,6.99711,0.466662,2.3825
0.846697,4.19292,1.33616,0.828353,0.99099,6.29269,0.418957,-1.17993,6.92008,0.488012,2.19457
0.867065,4.20132,1.33341,0.795213,0.955106,6.47209,0.472983,-0.695312,7.11643,0.477393,2.04186
0.715347,3.9502,1.24715,0.808946,0.983494,6.15856,0.278368,-0.820759,7.2941,0.478255,2.10286
0.727601,3.90838,1.15504,0.837074,0.960787,6.36195,0.355008,-0.697665,7.39807,0.465066,2.4246
0.801118,3.97774,1.06879,0.833458,0.981865,6.22157,0.337471,-0.996938,7.09949,0.481653,1.87805
0.771601,3.9204,1.09268,0.83765,0.985688,6.18739,0.353986,-0.883767,7.04091,0.480179,1.95393
0.7369,4.07727,1.20137,0.781286,0.94004,6.32602,0.264724,-0.636845,7.53879,0.466894,2.20677
0.70838,3.84581,1.35031,0.757494,0.928387,5.72368,0.236006,-0.948795,7.22155,0.488345,2.20889
0.651125,3.33217,1.70039,0.831177,0.965058,6.53898,0.549982,-0.576893,7.04797,0.479494,2.16106
0.630992,3.07029,1.84101,0.79602,0.969953,5.96626,0.405915,-1.1236,7.09769,0.476118,2.00073
0.67533,3.6192,1.06867,0.852408,0.975126,6.26746,0.395958,-0.600507,7.44256,0.461131,2.22945
